 ,Training,Rule Number,
0,0.77,3.1538461538461537,
1,0.73,3.076923076923077,
2,0.85,12.923076923076923,
3,0.8,6.538461538461538,
4,0.67,5.076923076923077,
5,0.78,4.076923076923077,
6,0.76,10.307692307692308,
7,0.78,7.0,
8,0.78,6.076923076923077,
9,0.83,11.692307692307692,
