1,0,0,0,5,0,0,0.007,9,0,0,0.026,13,0,0,0.016,17,0,0,0.024
1,0,0.02,0,5,0,0.02,0.004,9,0,0.02,0.015,13,0,0.02,0.008,17,0,0.02,0.016
1,0,0.04,0,5,0,0.04,0.006,9,0,0.04,0.017,13,0,0.04,0.018,17,0,0.04,0.022
1,0,0.06,0,5,0,0.06,0.007,9,0,0.06,0.028,13,0,0.06,0.02,17,0,0.06,0.013
1,0,0.08,0,5,0,0.08,0.008,9,0,0.08,0.023,13,0,0.08,0.022,17,0,0.08,0.025
1,0,0.1,0,5,0,0.1,0.002,9,0,0.1,0,13,0,0.1,0.024,17,0,0.1,0.008
1,0,0.12,0,5,0,0.12,0.008,9,0,0.12,0.006,13,0,0.12,0.016,17,0,0.12,0.019
1,0,0.14,0,5,0,0.14,0,9,0,0.14,0.012,13,0,0.14,0.023,17,0,0.14,0.02
1,0,0.16,0,5,0,0.16,0.017,9,0,0.16,0.014,13,0,0.16,0.009,17,0,0.16,0.017
1,0,0.18,0,5,0,0.18,0.004,9,0,0.18,0.014,13,0,0.18,0.038,17,0,0.18,0.017
1,0,0.2,0,5,0,0.2,0.004,9,0,0.2,0.012,13,0,0.2,0.037,17,0,0.2,0.043
1,0.1,0,0,5,0.1,0,0.01,9,0.1,0,0.006,13,0.1,0,0.026,17,0.1,0,0.008
1,0.1,0.02,0,5,0.1,0.02,0.069,9,0.1,0.02,0.129,13,0.1,0.02,0.118,17,0.1,0.02,0.188
1,0.1,0.04,0,5,0.1,0.04,0.384,9,0.1,0.04,0.267,13,0.1,0.04,0.296,17,0.1,0.04,0.299
1,0.1,0.06,0,5,0.1,0.06,0.377,9,0.1,0.06,0.378,13,0.1,0.06,0.277,17,0.1,0.06,0.378
1,0.1,0.08,0,5,0.1,0.08,0.454,9,0.1,0.08,0.296,13,0.1,0.08,0.511,17,0.1,0.08,0.426
1,0.1,0.1,0,5,0.1,0.1,0.414,9,0.1,0.1,0.451,13,0.1,0.1,0.429,17,0.1,0.1,0.485
1,0.1,0.12,0,5,0.1,0.12,0.424,9,0.1,0.12,0.506,13,0.1,0.12,0.507,17,0.1,0.12,0.5
1,0.1,0.14,0,5,0.1,0.14,0.357,9,0.1,0.14,0.44,13,0.1,0.14,0.438,17,0.1,0.14,0.528
1,0.1,0.16,0,5,0.1,0.16,0.512,9,0.1,0.16,0.458,13,0.1,0.16,0.485,17,0.1,0.16,0.539
1,0.1,0.18,0,5,0.1,0.18,0.464,9,0.1,0.18,0.467,13,0.1,0.18,0.473,17,0.1,0.18,0.496
1,0.1,0.2,0,5,0.1,0.2,0.534,9,0.1,0.2,0.464,13,0.1,0.2,0.417,17,0.1,0.2,0.502
1,0.2,0,0,5,0.2,0,0.006,9,0.2,0,0.013,13,0.2,0,0.02,17,0.2,0,0.027
1,0.2,0.02,0,5,0.2,0.02,0.384,9,0.2,0.02,0.469,13,0.2,0.02,0.446,17,0.2,0.02,0.427
1,0.2,0.04,0,5,0.2,0.04,0.516,9,0.2,0.04,0.537,13,0.2,0.04,0.499,17,0.2,0.04,0.547
1,0.2,0.06,0,5,0.2,0.06,0.536,9,0.2,0.06,0.464,13,0.2,0.06,0.52,17,0.2,0.06,0.554
1,0.2,0.08,0,5,0.2,0.08,0.509,9,0.2,0.08,0.534,13,0.2,0.08,0.535,17,0.2,0.08,0.558
1,0.2,0.1,0,5,0.2,0.1,0.471,9,0.2,0.1,0.494,13,0.2,0.1,0.535,17,0.2,0.1,0.535
1,0.2,0.12,0,5,0.2,0.12,0.537,9,0.2,0.12,0.561,13,0.2,0.12,0.552,17,0.2,0.12,0.497
1,0.2,0.14,0,5,0.2,0.14,0.463,9,0.2,0.14,0.539,13,0.2,0.14,0.539,17,0.2,0.14,0.514
1,0.2,0.16,0,5,0.2,0.16,0.503,9,0.2,0.16,0.546,13,0.2,0.16,0.536,17,0.2,0.16,0.534
1,0.2,0.18,0,5,0.2,0.18,0.497,9,0.2,0.18,0.548,13,0.2,0.18,0.5,17,0.2,0.18,0.539
1,0.2,0.2,0,5,0.2,0.2,0.502,9,0.2,0.2,0.536,13,0.2,0.2,0.495,17,0.2,0.2,0.502
1,0.3,0,0,5,0.3,0,0.002,9,0.3,0,0.011,13,0.3,0,0.012,17,0.3,0,0.01
1,0.3,0.02,0,5,0.3,0.02,0.451,9,0.3,0.02,0.459,13,0.3,0.02,0.563,17,0.3,0.02,0.499
1,0.3,0.04,0,5,0.3,0.04,0.612,9,0.3,0.04,0.542,13,0.3,0.04,0.563,17,0.3,0.04,0.563
1,0.3,0.06,0,5,0.3,0.06,0.563,9,0.3,0.06,0.539,13,0.3,0.06,0.572,17,0.3,0.06,0.543
1,0.3,0.08,0,5,0.3,0.08,0.503,9,0.3,0.08,0.545,13,0.3,0.08,0.519,17,0.3,0.08,0.531
1,0.3,0.1,0,5,0.3,0.1,0.463,9,0.3,0.1,0.497,13,0.3,0.1,0.598,17,0.3,0.1,0.539
1,0.3,0.12,0,5,0.3,0.12,0.517,9,0.3,0.12,0.545,13,0.3,0.12,0.573,17,0.3,0.12,0.516
