 ,Training,Rule Number,
0,0.878,7.0588235294117645,
1,0.886,6.0588235294117645,
2,0.876,11.705882352941176,
3,0.537,1.0588235294117647,
4,0.888,8.705882352941176,
5,0.885,5.235294117647059,
6,0.86,13.117647058823529,
7,0.537,1.0588235294117647,
8,0.833,11.058823529411764,
9,0.884,5.823529411764706,
