1, 0, 0, 0.0
1, 0, 0.02, 0.0
1, 0, 0.04, 0.0
1, 0, 0.06, 0.0
1, 0, 0.08, 0.0
1, 0, 0.1, 0.0
1, 0, 0.12000000000000001, 0.0
1, 0, 0.14, 0.0
1, 0, 0.16, 0.0
1, 0, 0.18, 0.0
1, 0, 0.19999999999999998, 0.0
1, 0.1, 0, 0.0
1, 0.1, 0.02, 0.0
1, 0.1, 0.04, 0.0
1, 0.1, 0.06, 0.0
1, 0.1, 0.08, 0.0
1, 0.1, 0.1, 0.0
1, 0.1, 0.12000000000000001, 0.0
1, 0.1, 0.14, 0.0
1, 0.1, 0.16, 0.0
1, 0.1, 0.18, 0.0
1, 0.1, 0.19999999999999998, 0.0
1, 0.2, 0, 0.0
1, 0.2, 0.02, 0.0
1, 0.2, 0.04, 0.0
1, 0.2, 0.06, 0.0
1, 0.2, 0.08, 0.0
1, 0.2, 0.1, 0.0
1, 0.2, 0.12000000000000001, 0.0
1, 0.2, 0.14, 0.0
1, 0.2, 0.16, 0.0
1, 0.2, 0.18, 0.0
1, 0.2, 0.19999999999999998, 0.0
1, 0.30000000000000004, 0, 0.0
1, 0.30000000000000004, 0.02, 0.0
1, 0.30000000000000004, 0.04, 0.0
1, 0.30000000000000004, 0.06, 0.0
1, 0.30000000000000004, 0.08, 0.0
1, 0.30000000000000004, 0.1, 0.0
1, 0.30000000000000004, 0.12000000000000001, 0.0
1, 0.30000000000000004, 0.14, 0.0
1, 0.30000000000000004, 0.16, 0.0
1, 0.30000000000000004, 0.18, 0.0
1, 0.30000000000000004, 0.19999999999999998, 0.0
1, 0.4, 0, 0.0
1, 0.4, 0.02, 0.0
1, 0.4, 0.04, 0.0
1, 0.4, 0.06, 0.0
1, 0.4, 0.08, 0.0
1, 0.4, 0.1, 0.0
1, 0.4, 0.12000000000000001, 0.0
1, 0.4, 0.14, 0.0
1, 0.4, 0.16, 0.0
1, 0.4, 0.18, 0.0
1, 0.4, 0.19999999999999998, 0.0
1, 0.5, 0, 0.0
1, 0.5, 0.02, 0.0
1, 0.5, 0.04, 0.0
1, 0.5, 0.06, 0.0
1, 0.5, 0.08, 0.0
1, 0.5, 0.1, 0.0
1, 0.5, 0.12000000000000001, 0.0
1, 0.5, 0.14, 0.0
1, 0.5, 0.16, 0.0
1, 0.5, 0.18, 0.0
1, 0.5, 0.19999999999999998, 0.0
1, 0.6, 0, 0.0
1, 0.6, 0.02, 0.0
1, 0.6, 0.04, 0.0
1, 0.6, 0.06, 0.0
1, 0.6, 0.08, 0.0
1, 0.6, 0.1, 0.0
1, 0.6, 0.12000000000000001, 0.0
1, 0.6, 0.14, 0.0
1, 0.6, 0.16, 0.0
1, 0.6, 0.18, 0.0
1, 0.6, 0.19999999999999998, 0.0
1, 0.7, 0, 0.0
1, 0.7, 0.02, 0.0
1, 0.7, 0.04, 0.0
1, 0.7, 0.06, 0.0
1, 0.7, 0.08, 0.0
1, 0.7, 0.1, 0.0
1, 0.7, 0.12000000000000001, 0.0
1, 0.7, 0.14, 0.0
1, 0.7, 0.16, 0.0
1, 0.7, 0.18, 0.0
1, 0.7, 0.19999999999999998, 0.0
1, 0.7999999999999999, 0, 0.0
1, 0.7999999999999999, 0.02, 0.0
1, 0.7999999999999999, 0.04, 0.0
1, 0.7999999999999999, 0.06, 0.0
1, 0.7999999999999999, 0.08, 0.0
1, 0.7999999999999999, 0.1, 0.0
1, 0.7999999999999999, 0.12000000000000001, 0.0
1, 0.7999999999999999, 0.14, 0.0
1, 0.7999999999999999, 0.16, 0.0
1, 0.7999999999999999, 0.18, 0.0
1, 0.7999999999999999, 0.19999999999999998, 0.0
1, 0.8999999999999999, 0, 0.0
1, 0.8999999999999999, 0.02, 0.0
1, 0.8999999999999999, 0.04, 0.0
1, 0.8999999999999999, 0.06, 0.0
1, 0.8999999999999999, 0.08, 0.0
1, 0.8999999999999999, 0.1, 0.0
1, 0.8999999999999999, 0.12000000000000001, 0.0
1, 0.8999999999999999, 0.14, 0.0
1, 0.8999999999999999, 0.16, 0.0
1, 0.8999999999999999, 0.18, 0.0
1, 0.8999999999999999, 0.19999999999999998, 0.0
1, 0.9999999999999999, 0, 0.0
1, 0.9999999999999999, 0.02, 0.0
1, 0.9999999999999999, 0.04, 0.0
1, 0.9999999999999999, 0.06, 0.0
1, 0.9999999999999999, 0.08, 0.0
1, 0.9999999999999999, 0.1, 0.0
1, 0.9999999999999999, 0.12000000000000001, 0.0
1, 0.9999999999999999, 0.14, 0.0
1, 0.9999999999999999, 0.16, 0.0
1, 0.9999999999999999, 0.18, 0.0
1, 0.9999999999999999, 0.19999999999999998, 0.0
5, 0, 0, 0.0085
5, 0, 0.02, 0.0065
5, 0, 0.04, 0.0205
5, 0, 0.06, 0.0135
5, 0, 0.08, 0.0035
5, 0, 0.1, 0.007
5, 0, 0.12000000000000001, 0.023
5, 0, 0.14, 0.0105
5, 0, 0.16, 0.0145
5, 0, 0.18, 0.0135
5, 0, 0.19999999999999998, 0.006
5, 0.1, 0, 0.0115
5, 0.1, 0.02, 0.597
5, 0.1, 0.04, 0.488
5, 0.1, 0.06, 0.488
5, 0.1, 0.08, 0.5555
5, 0.1, 0.1, 0.5085
5, 0.1, 0.12000000000000001, 0.5565
5, 0.1, 0.14, 0.4485
5, 0.1, 0.16, 0.499
5, 0.1, 0.18, 0.519
5, 0.1, 0.19999999999999998, 0.512
5, 0.2, 0, 0.008
5, 0.2, 0.02, 0.5395
5, 0.2, 0.04, 0.5585
5, 0.2, 0.06, 0.585
5, 0.2, 0.08, 0.5645
5, 0.2, 0.1, 0.5
5, 0.2, 0.12000000000000001, 0.512
5, 0.2, 0.14, 0.5895
5, 0.2, 0.16, 0.5195
5, 0.2, 0.18, 0.5105
5, 0.2, 0.19999999999999998, 0.5155
5, 0.30000000000000004, 0, 0.006
5, 0.30000000000000004, 0.02, 0.5625
5, 0.30000000000000004, 0.04, 0.6235
5, 0.30000000000000004, 0.06, 0.622
5, 0.30000000000000004, 0.08, 0.5125
5, 0.30000000000000004, 0.1, 0.579
5, 0.30000000000000004, 0.12000000000000001, 0.5625
