 ,Training,Rule Number,
0,0.7635,9.0,
1,0.661,2.0526315789473686,
2,0.657,2.526315789473684,
3,0.8695,11.842105263157896,
4,0.8645,13.263157894736842,
5,0.6545,2.0526315789473686,
6,0.782,7.052631578947368,
7,0.8545,17.263157894736842,
8,0.86,15.947368421052632,
9,0.7745,7.052631578947368,
